代碼,公司,產業,年,市值,股價淨值比,資產
6116,彩晶 ,光電業,2014,249239913,2170.294451,45578526
6120,達運 ,光電業,2014,103046228.7,12520.49703,37908735
6123,上奇科技 ,電腦及週邊設備業,2017,24806925,6937.21612,2209115
6124,業強科技 ,電子零組件業,2016,55108929.8,3883.272652,3434023
6126,信音企業 ,電子零組件業,2012,22101958.08,9036.303448,4481317
6126,信音企業 ,電子零組件業,2014,14495883,-2145.574712,4033337
6126,信音企業 ,電子零組件業,2017,17214568.8,7714.860682,3240779
6127,九豪精密 ,電子零組件業,2017,17794485.9,1779.315243,2960599
6129,普誠科技 ,半導體業,2010,36033514.18,5709.573565,2705318
6130,星寶國際 ,生技醫療業,2013,11315460,-2169.863178,512196
6131,悠克國際 ,光電業,2017,18856402.5,9163.306734,1334886
6133,金橋科技 ,電子零組件業,2009,14210418.32,227.0165401,1929059
6133,金橋科技 ,電子零組件業,2011,6806914.86,-21221.36136,1899050
6138,茂達電子 ,半導體業,2012,21573841.74,4893.472441,2582267
6139,亞翔工程 ,其他電子業,2015,31588551.36,6072.104979,23054481
6144,得利影視 ,其他電子業,2013,8883812.7,-2967.757301,1021753
6144,得利影視 ,其他電子業,2015,6558666.66,-150.0304942,782988
6144,得利影視 ,其他電子業,2015,6558666.66,-150.0304942,782988
6150,撼訊科技 ,電腦及週邊設備業,2014,19254114.88,-6048.68106,1560509
6150,撼訊科技 ,電腦及週邊設備業,2015,5866183.63,-39121.51656,1220165
6165,捷泰精密 ,電子零組件業,2016,7651089.6,-3343.576057,463773
6167,久正光電 ,光電業,2016,10379084.8,15416.58085,1982245
6177,達麗 ,建材營造業,2017,81698665.65,13904.68242,14708185
6179,亞通 ,其他業,2013,5202891.57,-36639.81796,184285
6179,亞通 ,其他業,2016,23071898,7250.638851,1573416
6187,萬潤科技 ,其他電子業,2009,24472448.36,4344.722622,1386828
6188,廣明光電 ,電腦及週邊設備業,2017,88239771.3,3267.472204,20732276
6191,精成科技 ,電子零組件業,2010,75720940.4,8188.884036,25668711
6191,精成科技 ,電子零組件業,2016,63838782.69,8581.695592,25143292
6192,巨路國際 ,其他電子業,2013,76212397.8,8386.076524,6142898
6195,詩肯 ,貿易百貨業,2010,6655825.46,11372.89438,757138
6195,詩肯 ,貿易百貨業,2010,6655825.46,11372.89438,757138
6196,帆宣科技 ,其他電子業,2009,20328374.24,-7652.062982,7286978
6205,詮欣 ,電子零組件業,2009,15916299.21,9641.311587,2151851
6205,詮欣 ,電子零組件業,2012,8390806.88,13494.88811,2153104
6208,日揚科技 ,電子零組件業,2015,12420239.52,6488.683239,2227524
6212,理銘 ,建材營造業,2011,10567200,3403.17208,1337561
6215,和椿科技 ,其他電子業,2013,12194922.81,2264.056971,2061282
6217,中國探針 ,電子零組件業,2010,12214104,7410.449428,886449
6217,中國探針 ,電子零組件業,2013,12626496.4,7754.724422,1581289
6217,中國探針 ,電子零組件業,2016,21561988.41,7391.665229,2016120
6224,聚鼎 ,電子零組件業,2008,6728984.32,24062.47248,1323337
6224,聚鼎 ,電子零組件業,2009,28111448.96,7093.40882,1369314
6226,光鼎電子 ,光電業,2016,6217706.82,7960.973625,2325099
6227,茂綸 ,電子通路業,2009,8775690.54,12460.10209,1648486
6227,茂綸 ,電子通路業,2012,6850062,7982.409502,1611021
6233,旺玖科技 ,半導體業,2008,12365824.05,185.5112923,1444777
6235,華孚科技 ,電腦及週邊設備業,2008,25200342.64,-67323.05287,7023392
6235,華孚科技 ,電腦及週邊設備業,2010,34033495.56,-5630.100489,2981335
6235,華孚科技 ,電腦及週邊設備業,2016,29364781.95,45297.86743,3549225
6236,康呈 ,其他業,2010,3042483.92,-4865.103773,32450
6236,康呈 ,其他業,2011,1277568,2506.324517,41516
6236,康呈 ,其他業,2011,1277568,2506.324517,41516
6242,立康 ,生技醫療業,2008,76265321.55,-1543.414459,438894
6242,立康 ,生技醫療業,2009,22294775.58,-3034.029195,252833
6243,立康 ,生技醫療業,2008,17109183.46,5726.924387,1377542
6243,迅杰 ,半導體業,2013,10165189.5,-7238.920632,1138680
6245,立端科技 ,通信網路業,2013,33193338.2,8846.29314,3287370
6246,臺龍 ,光電業,2015,21233453.12,-2252.813037,872478
6246,臺龍 ,光電業,2017,5900615.25,4349.207483,951139
6248,沛波 ,鋼鐵工業,2009,61648166.16,-1254.18167,903933
6248,沛波 ,鋼鐵工業,2010,38733307.92,103.3993794,868091
6248,沛波 ,鋼鐵工業,2016,5957123.84,4732.149399,725554
6259,百徽 ,電子零組件業,2013,3806212.9,-8059.454583,1124740
6265,方土昶 ,電子通路業,2014,8803828.9,8001.972869,3125864
6269,台郡科技 ,電子零組件業,2012,125886512.3,13664.83166,13452851
6276,安鈦克 ,電腦及週邊設備業,2012,13040280,7121.856279,732203
6276,安鈦克 ,電腦及週邊設備業,2013,15232546.6,2639.479862,1084310
6277,宏正科 ,電腦及週邊設備業,2013,82578424.32,8976.594142,5433982
6281,全國電 ,電子通路業,2014,51163299.11,8343.79345,5237147
6282,康舒 ,電子零組件業,2016,117976496.2,4414.930235,15678897
6283,淳安電子 ,通信網路業,2010,23217533.85,92.47321502,1945534
6285,啟碁科技 ,通信網路業,2014,180754117.3,7614.697913,23829435
6291,沛亨 ,半導體業,2008,9288361.17,-2105.968926,552190
6291,沛亨 ,半導體業,2011,7889812.96,-15193.76956,410813
6294,智基科技 ,其他業,2009,1239060,-12305.29595,188800
6404,通訊-KY ,資訊服務業,2014,29060996.8,3987.715934,1664766
6404,通訊-KY ,資訊服務業,2017,5950928,-73442.15894,768550
6405,悅城科技 ,光電業,2014,31978800,11402.67928,2841545
6411,晶焱 ,半導體業,2014,31676440,4763.571917,1871857
6414,樺漢科技 ,電腦及週邊設備業,2017,344379600,3262.022489,47794331
6415,矽力-KY ,半導體業,2014,196087972,4083.524307,3913438
6426,統新 ,通信網路業,2015,11243378,5156.457428,736285
6442,光聖 ,通信網路業,2015,28380000,11189.7463,3449778
6443,元晶 ,光電業,2016,43709952,295.6306152,9296459
6456,GIS-KY ,光電業,2015,323444038.3,6837.031257,49034948
6464,台數科,其他業,2017,152315040,4176.593461,9170648
6465,威潤 ,通信網路業,2015,11348128,6110.875732,503734
6472,保瑞藥業 ,生技醫療業,2017,9526320,1471.607084,906152
6512,啟發電子 ,其他電子業,2016,6967500,9082.884822,587016
6554,冠科-KY ,生技醫療業,2017,101183350.6,1534.817725,3054197
6569,醫揚 ,生技醫療業,2016,34581985.18,4742.700546,1188917
6579,研揚科技 ,電腦及週邊設備業,2017,97188000,5764.055233,5816026
6603,富強鑫 ,電機機械,2015,11114430,2172.041211,4158474
6603,富強鑫 ,電機機械,2017,21680697.5,7610.917499,4745148
6609,瀧澤科 ,電機機械,2012,10101248.1,13012.05541,2953114
6803,崑鼎投控 ,其他業,2015,93873816.52,7567.285813,7656114
8011,台通 ,通信網路業,2010,21154980,11404.07601,1392844
8011,台通 ,通信網路業,2011,23749734,8215.713069,1723215
8032,光菱電子 ,電子通路業,2017,12356756.55,9390.97566,2456157
8034,榮群電訊 ,通信網路業,2010,4545768.51,-18819.70008,638607
8040,九暘電子 ,半導體業,2014,8194753.38,-11498.94275,949263
8044,網路家庭 ,資訊服務業,2008,5195120.32,20473.25056,2286863
8050,廣積科技 ,電腦及週邊設備業,2011,11891710.88,22583.7983,2304781
8050,廣積科技 ,電腦及週邊設備業,2014,38409242.4,10282.62927,3672624
8066,來思達 ,貿易百貨業,2016,19978398.19,12857.78757,1745589
8067,志旭國際 ,電子通路業,2014,4761974.56,-159.1776668,720121
8069,元太科技 ,光電業,2010,521215868.7,7728.041761,40761973
8069,元太科技 ,光電業,2013,176511106.6,166.0122163,40085095
8070,長華電材 ,電子通路業,2008,16056354.1,6110.789497,5608729
8070,長華電材 ,電子通路業,2010,74527980.74,11476.28034,9160281
8070,長華電材 ,電子通路業,2011,28969519,630.9735415,9604463
8070,長華電材 ,電子通路業,2016,80233154.4,9792.173895,9438421
8070,長華電材 ,電子通路業,2016,80233154.4,9792.173895,9438421
8072,陞泰 ,光電業,2010,56110000,13056.1219,5081257
8077,洛碁實業 ,觀光事業,2013,36757802.9,-1394.996326,92472
8080,奧斯特 ,電子零組件業,2016,9502752.6,-5209.858878,745071
8080,奧斯特 ,電子零組件業,2016,9502752.6,-5209.858878,745071
8080,奧斯特 ,電子零組件業,2017,6072802.84,-22240.47175,914608
8085,福華 ,其他電子業,2012,6416093.76,-51551.77159,4883747
8085,福華 ,其他電子業,2014,14294679.48,754.0567814,3502583
8085,福華 ,其他電子業,2016,6903591.08,14144.37774,3561883
8087,華鎂鑫 ,光電業,2011,2195642.34,-6838.090032,543865
8091,翔名科技 ,電子零組件業,2017,49484773,8114.354693,2822910
8093,保銳科技 ,電子零組件業,2008,3627780.25,7792.919651,1019388
8099,大同世界 ,資訊服務業,2008,5221440,33611.41754,1737778
8099,大同世界 ,資訊服務業,2009,16403520,9018.491153,1678308
8099,大同世界 ,資訊服務業,2012,7956480,9482.585264,1687658
8101,華冠通訊 ,通信網路業,2010,75917295.36,1336.823177,13868206
8107,大億金茂 ,電機機械,2009,76808611.53,-4248.950651,6855057
8107,大億金茂 ,電機機械,2012,36207633.48,-4882.285391,8027872
8121,越峰電子 ,電子零組件業,2011,63171511.5,7719.872272,7167071
8147,正淩精工 ,電子零組件業,2013,4000419.9,8069.902862,567808
8171,天宇工業 ,通信網路業,2014,9882800.4,-3044.076454,2057535
8261,富鼎 ,半導體業,2013,63148311.42,-1851.577617,2539780
8287,英格爾科 ,電子零組件業,2015,22914894.02,10213.35729,5609070
8291,尚茂電子 ,電子零組件業,2011,5169632,471.793737,1058253
8341,日友 ,其他業,2015,136119200,3772.752117,3105699
8354,冠好科技 ,塑膠工業,2009,3940568.6,-4178.331015,1391923
8383,千附 ,其他電子業,2011,16744944.06,7158.100951,4159610
8383,千附 ,其他電子業,2014,36332374.5,9651.695074,4284229
8401,白紗科技 ,其他業,2015,6560725.08,7022.089699,1576011
8403,盛弘醫藥 ,生技醫療業,2014,17811725.52,5965.452358,2699174
8409,商之器 ,生技醫療業,2015,8792000,-673.1119199,526781
8420,明揚 ,其他業,2014,7572015,3073.950593,940334
8421,旭源 ,其他業,2013,5251727.36,-7006.456634,1836497
8424,惠普 ,建材營造業,2012,6322923.4,16325.83434,750236
8432,東生華 ,生技醫療業,2014,20619779.7,3610.125864,1104274
8437,大地-KY ,其他業,2017,85133444,5010.862711,2736306
8446,華研音樂 ,其他業,2014,23431260,8205.021838,1706945
8477,創業家 ,資訊服務業,2017,8519092.4,2218.076658,974311
8489,三貝德 ,文化創意業,2017,89602237.5,2600.247566,1315711
8926,台汽電 ,油電燃氣業,2015,122757728.2,8650.380023,14930295
8929,富堡 ,其他業,2016,9206756.23,14334.1473,1394358
8940,新天地 ,觀光事業,2010,18199298.32,3540.081539,1494541
9919,康那香 ,其他業,2017,24837976.8,4576.781793,5460442
9930,中聯資源 ,其他業,2017,133308022,5710.744099,7738864
9937,全國 ,油電燃氣業,2016,116910966.9,6037.637176,7737095
9940,信義房屋 ,其他業,2008,24647826.69,34134.81483,7766715
9940,信義房屋 ,其他業,2010,102349977.7,19338.822,10937753
9940,信義房屋 ,其他業,2017,253433500,11059.41795,26956116
9946,三發地產 ,建材營造業,2008,1454632,-20861.63373,789817
9946,三發地產 ,建材營造業,2014,38036312.16,1150.085208,12426546
9946,三發地產 ,建材營造業,2015,31311195.75,23813.87814,11069465
9950,萬國通路 ,塑膠工業,2015,11281230.6,5400.12009,3674708
9950,萬國通路 ,塑膠工業,2016,9666133.85,3138.897151,3717624
9951,皇田工業 ,電機機械,2009,17661420,9106.685646,1750871
9955,佳龍 ,其他業,2009,56216124.24,3936.379517,3290472
9955,佳龍 ,其他業,2017,15584438.2,-5559.776932,3483590
9958,世紀鋼構 ,鋼鐵工業,2010,10723287.92,789.4966603,3996777
4911,德英 ,生技醫療業,2009,19885000,-76.08750314,412235
4911,德英 ,生技醫療業,2010,43795500,-238.6546563,402800
4916,事欣科 ,電腦及週邊設備業,2011,20592000,12961.63559,1110955
4944,兆遠科技 ,光電業,2010,49464961,6338.971944,2769387
4977,眾達-KY ,通信網路業,2012,19648491,7100.748856,1055373
4987,科誠 ,電腦及週邊設備業,2011,8203250,9136.988389,871308
4991,環宇-KY ,半導體業,2012,9122650,964.0839011,705600
5255,美桀 ,電子零組件業,2012,9238845,4413.863421,1025151
8038,長園科 ,電子零組件業,2011,71952550,428.6574972,833982
8147,正淩精工 ,電子零組件業,2012,3078022.5,11436.88846,467747
8409,商之器 ,生技醫療業,2011,3900000,2381.282051,373011
8409,商之器 ,生技醫療業,2012,4692000,-6883.844842,319185
